N,DEPARTAMENTO,MUNICIPIO,ZZ,PP,PUESTO,MESA,COD CAN,CANDIDATO,POTENCIAL,% Partic. Mesa PRE,Votos Mesa PRE,Votos Mesa ESC,Votos Cand. PRE,Votos Cand. ESC,Dif. Cand. Neta,% Cand. Mesa PRE,% Cand. Mesa ESC,% Cand. Mun PRE,% Cand. Mun ESC,Dif. % Mesa-Mun PRE,Dif. % Mesa-Mun ESC,Var. Súbita PRE,Var. Súbita ESC,Concent. Cand. PRE,Concent. Cand. ESC,Diferencias Mesa (-),Diferencias Mesa (+),Dif. Mesa Neta,En términos,Estado del sobre,Excluida,Firmas Jurados,Recontada Comisión,Recontada Jurados,Sufragantes E11 según E14,Sufragantes según E11,Tacahaduras y/o Enmendaduras,Total Votos E14,Votos Urna,Votos Incinerados
86,88 CONSULADOS,360-ESTADOS UNIDOS,1.0,05,ATLANTA - GREENVILLE,3.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,60.86,426.0,,341.0,,,80.05,,72.1,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-426.0,0.0,-426.0,,,,,,,,,,,,
87,88 CONSULADOS,360-ESTADOS UNIDOS,55.0,06,NUEVA YORK - PORT CHESTER,2.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,56.86,398.0,,340.0,,,85.43,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-398.0,0.0,-398.0,,,,,,,,,,,,
88,88 CONSULADOS,360-ESTADOS UNIDOS,30.0,82,MARTES HOUSTON - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.16,416.0,,339.0,,,81.49,,72.1,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-416.0,0.0,-416.0,,,,,,,,,,,,
89,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,05,ORLANDO - TAMPA,2.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,58.43,409.0,,339.0,,,82.89,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-409.0,0.0,-409.0,,,,,,,,,,,,
90,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,86,SABADO ORLANDO - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.89,389.0,,339.0,,,87.15,,72.1,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-389.0,0.0,-389.0,,,,,,,,,,,,
91,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,11.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,55.29,387.0,,338.0,,,87.34,,72.1,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-387.0,0.0,-387.0,,,,,,,,,,,,
92,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,10.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,56.71,397.0,,337.0,,,84.89,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-397.0,0.0,-397.0,,,,,,,,,,,,
93,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,85,VIERNES MIAMI - CONSULADO,6.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.96,496.0,,337.0,,,67.94,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-496.0,0.0,-496.0,,,,,,,,,,,,
94,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,86,SABADO ORLANDO - CONSULADO,6.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.66,466.0,,337.0,,,72.32,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-466.0,0.0,-466.0,,,,,,,,,,,,
95,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,86,SABADO MIAMI - CONSULADO,6.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,5.04,504.0,,336.0,,,66.67,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-504.0,0.0,-504.0,,,,,,,,,,,,
96,88 CONSULADOS,360-ESTADOS UNIDOS,55.0,85,VIERNES NUEVA YORK - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,5.92,592.0,,336.0,,,56.76,,72.1,,,,3. Alta,0. Mínima,2. Alta,0. Baja,-592.0,0.0,-592.0,,,,,,,,,,,,
97,88 CONSULADOS,655-PANAMA,5.0,86,SABADO PANAMA - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.83,483.0,,335.0,,,69.36,,64.85,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-483.0,0.0,-483.0,,,,,,,,,,,,
98,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,1.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,55.57,389.0,,334.0,,,85.86,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-389.0,0.0,-389.0,,,,,,,,,,,,
99,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,05,ORLANDO - TAMPA,4.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,54.0,378.0,,334.0,,,88.36,,72.1,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-378.0,0.0,-378.0,,,,,,,,,,,,
100,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,06,MIAMI - CORAL SPRINGS,12.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,59.0,413.0,,333.0,,,80.63,,72.1,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-413.0,0.0,-413.0,,,,,,,,,,,,
101,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,2.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,56.14,393.0,,333.0,,,84.73,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-393.0,0.0,-393.0,,,,,,,,,,,,
102,88 CONSULADOS,360-ESTADOS UNIDOS,55.0,04,NUEVA YORK - BRENTWOOD,3.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,56.57,396.0,,333.0,,,84.09,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-396.0,0.0,-396.0,,,,,,,,,,,,
103,88 CONSULADOS,360-ESTADOS UNIDOS,1.0,04,ATLANTA - CHARLOTTE,3.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,60.29,422.0,,332.0,,,78.67,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-422.0,0.0,-422.0,,,,,,,,,,,,
104,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,18.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,57.43,402.0,,332.0,,,82.59,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-402.0,0.0,-402.0,,,,,,,,,,,,
105,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,22.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,59.71,418.0,,332.0,,,79.43,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-418.0,0.0,-418.0,,,,,,,,,,,,
106,88 CONSULADOS,360-ESTADOS UNIDOS,1.0,04,ATLANTA - CHARLOTTE,4.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,62.0,434.0,,331.0,,,76.27,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-434.0,0.0,-434.0,,,,,,,,,,,,
107,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,81,LUNES MIAMI - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.62,362.0,,331.0,,,91.44,,72.1,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-362.0,0.0,-362.0,,,,,,,,,,,,
108,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,13.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,59.71,418.0,,330.0,,,78.95,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-418.0,0.0,-418.0,,,,,,,,,,,,
109,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,6.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,50.57,354.0,,329.0,,,92.94,,72.1,,,,4. Muy Alta,0. Mínima,3. Muy Alta,0. Baja,-354.0,0.0,-354.0,,,,,,,,,,,,
110,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,4.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,53.86,377.0,,329.0,,,87.27,,72.1,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-377.0,0.0,-377.0,,,,,,,,,,,,
111,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,04,ORLANDO - JACKSONVILLE,2.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,59.71,418.0,,329.0,,,78.71,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-418.0,0.0,-418.0,,,,,,,,,,,,
112,88 CONSULADOS,360-ESTADOS UNIDOS,10.0,04,BOSTON - CENTRAL FALLS,1.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,57.43,402.0,,328.0,,,81.59,,72.1,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-402.0,0.0,-402.0,,,,,,,,,,,,
113,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,06,MIAMI - CORAL SPRINGS,7.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,53.29,373.0,,328.0,,,87.94,,72.1,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-373.0,0.0,-373.0,,,,,,,,,,,,
114,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,06,MIAMI - CORAL SPRINGS,6.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,54.86,384.0,,327.0,,,85.16,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-384.0,0.0,-384.0,,,,,,,,,,,,
115,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,81,LUNES MIAMI - CONSULADO,10.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.44,344.0,,327.0,,,95.06,,72.1,,,,4. Muy Alta,0. Mínima,3. Muy Alta,0. Baja,-344.0,0.0,-344.0,,,,,,,,,,,,
116,88 CONSULADOS,360-ESTADOS UNIDOS,57.0,07,NEWARK - HACKENSACK,5.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,55.43,388.0,,327.0,,,84.28,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-388.0,0.0,-388.0,,,,,,,,,,,,
117,88 CONSULADOS,360-ESTADOS UNIDOS,60.0,06,SALT LAKE CITY,1.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,62.71,439.0,,326.0,,,74.26,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-439.0,0.0,-439.0,,,,,,,,,,,,
118,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,06,MIAMI - CORAL SPRINGS,14.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,58.29,408.0,,325.0,,,79.66,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-408.0,0.0,-408.0,,,,,,,,,,,,
119,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,85,VIERNES ORLANDO - CONSULADO,5.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.59,459.0,,325.0,,,70.81,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-459.0,0.0,-459.0,,,,,,,,,,,,
120,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,15.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,53.29,373.0,,324.0,,,86.86,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-373.0,0.0,-373.0,,,,,,,,,,,,
121,88 CONSULADOS,250-CANADA,10.0,82,MARTES TORONTO CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.58,458.0,,323.0,,,70.52,,50.21,,,,4. Muy Alta,0. Mínima,2. Alta,0. Baja,-458.0,0.0,-458.0,,,,,,,,,,,,
122,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,24.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,55.57,389.0,,323.0,,,83.03,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-389.0,0.0,-389.0,,,,,,,,,,,,
123,88 CONSULADOS,360-ESTADOS UNIDOS,60.0,04,SAN FRANCISCO - DENVER,1.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,67.0,469.0,,323.0,,,68.87,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-469.0,0.0,-469.0,,,,,,,,,,,,
124,88 CONSULADOS,360-ESTADOS UNIDOS,1.0,04,ATLANTA - CHARLOTTE,1.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,60.0,420.0,,322.0,,,76.67,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-420.0,0.0,-420.0,,,,,,,,,,,,
125,88 CONSULADOS,360-ESTADOS UNIDOS,1.0,04,ATLANTA - CHARLOTTE,6.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,64.57,452.0,,322.0,,,71.24,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-452.0,0.0,-452.0,,,,,,,,,,,,
126,88 CONSULADOS,360-ESTADOS UNIDOS,1.0,82,MARTES ATLANTA - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.79,379.0,,322.0,,,84.96,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-379.0,0.0,-379.0,,,,,,,,,,,,
127,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,3.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,56.86,398.0,,322.0,,,80.9,,72.1,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-398.0,0.0,-398.0,,,,,,,,,,,,
128,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,81,LUNES MIAMI - CONSULADO,9.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.95,395.0,,321.0,,,81.27,,72.1,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-395.0,0.0,-395.0,,,,,,,,,,,,
129,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,10.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,58.29,408.0,,320.0,,,78.43,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-408.0,0.0,-408.0,,,,,,,,,,,,
130,88 CONSULADOS,360-ESTADOS UNIDOS,55.0,82,MARTES NUEVA YORK - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.73,473.0,,320.0,,,67.65,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-473.0,0.0,-473.0,,,,,,,,,,,,
131,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,84,JUEVES ORLANDO - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.78,378.0,,320.0,,,84.66,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-378.0,0.0,-378.0,,,,,,,,,,,,
132,88 CONSULADOS,360-ESTADOS UNIDOS,35.0,84,JUEVES LOS ANGELES - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,5.2,520.0,,319.0,,,61.35,,72.1,,,,2. Media,0. Mínima,2. Alta,0. Baja,-520.0,0.0,-520.0,,,,,,,,,,,,
133,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,84,JUEVES MIAMI - CONSULADO,13.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.67,367.0,,319.0,,,86.92,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-367.0,0.0,-367.0,,,,,,,,,,,,
134,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,05,ORLANDO - TAMPA,11.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,59.43,416.0,,319.0,,,76.68,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-416.0,0.0,-416.0,,,,,,,,,,,,
135,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,23.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,55.71,390.0,,318.0,,,81.54,,72.1,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-390.0,0.0,-390.0,,,,,,,,,,,,
136,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,85,VIERNES MIAMI - CONSULADO,5.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.14,414.0,,318.0,,,76.81,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-414.0,0.0,-414.0,,,,,,,,,,,,
137,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,84,JUEVES ORLANDO - CONSULADO,5.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.34,434.0,,318.0,,,73.27,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-434.0,0.0,-434.0,,,,,,,,,,,,
138,88 CONSULADOS,360-ESTADOS UNIDOS,35.0,85,VIERNES LOS ANGELES - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,5.13,513.0,,317.0,,,61.79,,72.1,,,,2. Media,0. Mínima,2. Alta,0. Baja,-513.0,0.0,-513.0,,,,,,,,,,,,
139,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,86,SABADO MIAMI - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.59,359.0,,317.0,,,88.3,,72.1,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-359.0,0.0,-359.0,,,,,,,,,,,,
140,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,83,MIERCOLES ORLANDO - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.65,365.0,,317.0,,,86.85,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-365.0,0.0,-365.0,,,,,,,,,,,,
141,88 CONSULADOS,360-ESTADOS UNIDOS,15.0,81,LUNES CHICAGO - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,5.41,541.0,,316.0,,,58.41,,72.1,,,,2. Media,0. Mínima,2. Alta,0. Baja,-541.0,0.0,-541.0,,,,,,,,,,,,
142,88 CONSULADOS,360-ESTADOS UNIDOS,30.0,05,HOUSTON - DALLAS,3.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,55.14,386.0,,316.0,,,81.87,,72.1,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-386.0,0.0,-386.0,,,,,,,,,,,,
143,88 CONSULADOS,360-ESTADOS UNIDOS,30.0,05,HOUSTON - DALLAS,4.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,59.57,417.0,,316.0,,,75.78,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-417.0,0.0,-417.0,,,,,,,,,,,,
144,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,06,MIAMI - CORAL SPRINGS,2.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,54.71,383.0,,316.0,,,82.51,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-383.0,0.0,-383.0,,,,,,,,,,,,
145,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,05,ORLANDO - TAMPA,12.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,58.0,406.0,,316.0,,,77.83,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-406.0,0.0,-406.0,,,,,,,,,,,,
146,88 CONSULADOS,360-ESTADOS UNIDOS,57.0,05,NEWARK - DOVER,2.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,57.71,404.0,,315.0,,,77.97,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-404.0,0.0,-404.0,,,,,,,,,,,,
147,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,04,ORLANDO - JACKSONVILLE,1.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,55.86,391.0,,315.0,,,80.56,,72.1,,,,1. Baja,0. Mínima,3. Muy Alta,0. Baja,-391.0,0.0,-391.0,,,,,,,,,,,,
148,88 CONSULADOS,250-CANADA,2.0,83,MIERCOLES CALGARY CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.79,479.0,,314.0,,,65.55,,50.21,,,,3. Alta,0. Mínima,2. Alta,0. Baja,-479.0,0.0,-479.0,,,,,,,,,,,,
149,88 CONSULADOS,360-ESTADOS UNIDOS,30.0,05,HOUSTON - DALLAS,1.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,58.71,411.0,,314.0,,,76.4,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-411.0,0.0,-411.0,,,,,,,,,,,,
150,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,06,MIAMI - CORAL SPRINGS,11.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,57.86,405.0,,314.0,,,77.53,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-405.0,0.0,-405.0,,,,,,,,,,,,
151,88 CONSULADOS,360-ESTADOS UNIDOS,57.0,08,NEWARK - MORRISTOWN,1.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,54.29,380.0,,314.0,,,82.63,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-380.0,0.0,-380.0,,,,,,,,,,,,
152,88 CONSULADOS,360-ESTADOS UNIDOS,30.0,05,HOUSTON - DALLAS,5.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,60.29,422.0,,313.0,,,74.17,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-422.0,0.0,-422.0,,,,,,,,,,,,
153,88 CONSULADOS,360-ESTADOS UNIDOS,55.0,05,NUEVA YORK - CONNECTICUT - BRIDGE,2.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,56.57,396.0,,313.0,,,79.04,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-396.0,0.0,-396.0,,,,,,,,,,,,
154,88 CONSULADOS,360-ESTADOS UNIDOS,55.0,83,MIERCOLES NUEVA YORK - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.61,461.0,,313.0,,,67.9,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-461.0,0.0,-461.0,,,,,,,,,,,,
155,88 CONSULADOS,360-ESTADOS UNIDOS,57.0,05,NEWARK - DOVER,1.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,63.14,442.0,,312.0,,,70.59,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-442.0,0.0,-442.0,,,,,,,,,,,,
156,88 CONSULADOS,360-ESTADOS UNIDOS,59.0,05,ORLANDO - TAMPA,6.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,54.14,379.0,,312.0,,,82.32,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-379.0,0.0,-379.0,,,,,,,,,,,,
157,88 CONSULADOS,360-ESTADOS UNIDOS,30.0,86,SABADO HOUSTON - CONSULADO,4.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,5.04,504.0,,309.0,,,61.31,,72.1,,,,2. Media,0. Mínima,2. Alta,0. Baja,-504.0,0.0,-504.0,,,,,,,,,,,,
158,88 CONSULADOS,360-ESTADOS UNIDOS,1.0,82,MARTES ATLANTA - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.73,373.0,,308.0,,,82.57,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-373.0,0.0,-373.0,,,,,,,,,,,,
159,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,82,MARTES MIAMI - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.61,361.0,,308.0,,,85.32,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-361.0,0.0,-361.0,,,,,,,,,,,,
160,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,06,MIAMI - CORAL SPRINGS,16.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,59.57,417.0,,307.0,,,73.62,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-417.0,0.0,-417.0,,,,,,,,,,,,
161,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,08,MIAMI - WESTON,17.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,56.71,397.0,,307.0,,,77.33,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-397.0,0.0,-397.0,,,,,,,,,,,,
162,88 CONSULADOS,360-ESTADOS UNIDOS,55.0,83,MIERCOLES NUEVA YORK - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,5.86,586.0,,307.0,,,52.39,,72.1,,,,3. Alta,0. Mínima,2. Alta,0. Baja,-586.0,0.0,-586.0,,,,,,,,,,,,
163,88 CONSULADOS,360-ESTADOS UNIDOS,57.0,05,NEWARK - DOVER,3.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,57.0,399.0,,307.0,,,76.94,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-399.0,0.0,-399.0,,,,,,,,,,,,
164,88 CONSULADOS,360-ESTADOS UNIDOS,30.0,86,SABADO HOUSTON - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.07,407.0,,306.0,,,75.18,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-407.0,0.0,-407.0,,,,,,,,,,,,
165,88 CONSULADOS,360-ESTADOS UNIDOS,35.0,86,SABADO LOS ANGELES - CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,5.06,506.0,,306.0,,,60.47,,72.1,,,,2. Media,0. Mínima,2. Alta,0. Baja,-506.0,0.0,-506.0,,,,,,,,,,,,
166,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,09,MIAMI - WEST PALM BEACH,3.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,52.86,370.0,,306.0,,,82.7,,72.1,,,,2. Media,0. Mínima,3. Muy Alta,0. Baja,-370.0,0.0,-370.0,,,,,,,,,,,,
167,88 CONSULADOS,360-ESTADOS UNIDOS,40.0,83,MIERCOLES MIAMI - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.44,344.0,,306.0,,,88.95,,72.1,,,,3. Alta,0. Mínima,3. Muy Alta,0. Baja,-344.0,0.0,-344.0,,,,,,,,,,,,
168,88 CONSULADOS,360-ESTADOS UNIDOS,55.0,04,NUEVA YORK - BRENTWOOD,2.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,55.0,385.0,,306.0,,,79.48,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-385.0,0.0,-385.0,,,,,,,,,,,,
169,88 CONSULADOS,360-ESTADOS UNIDOS,1.0,04,ATLANTA - CHARLOTTE,2.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,56.0,392.0,,305.0,,,77.81,,72.1,,,,1. Baja,0. Mínima,2. Alta,0. Baja,-392.0,0.0,-392.0,,,,,,,,,,,,
170,88 CONSULADOS,360-ESTADOS UNIDOS,55.0,04,NUEVA YORK - BRENTWOOD,1.0,4.0,ABELARDO DE LA ESPRIELLA,700.0,57.57,403.0,,305.0,,,75.68,,72.1,,,,0. Mínima,0. Mínima,2. Alta,0. Baja,-403.0,0.0,-403.0,,,,,,,,,,,,
